,username,age,profile_description,date,review_content,usage_period,purchase_point,recommend
191,mecchaqyra,18 and Under,"Combination, Medium Dark, Warm",29 Feb 2024,"aku pernah jerawatan parah yg ga diperbolehkan pake sunscreen ber spf tinggi. aku coba sunscreen ini, cukup nyaman hanya saja agak bikin kulit ketarik. tapiiiiiiiiiiii dia bantu aku nyembuhin jerawat2ku juga.. sekarang aku udah ga bermasalah lagi sama jerawatnya dan aku beralih ke sunscreennya yg cicamide barrier",1 month - 3 months,Shopee,mecchaqyra recommends this product!
192,jennie,25 - 29,"Oily, Medium, Warm",23 Feb 2024,"sunscreen ini bagus untuk kulitku yang oily acne kalau pakai sunscreen ini wajahku yang oily gak makin tambah oily gak whitecast juga, cepet meresapnya lagi . Tapi minusnya nih sunscreen di aku lama kelamaan di wajahku jadi keliatan kusam",3 months - 6 months,Shopee,jennie recommends this product!
193,xiejingxing,19 - 24,"Combination, Medium Light, Cool",23 Feb 2024,"Tertarik beli karena liat banyak reviewnya. Tapi kayaknya memang formulasi sunscreen Azarine di aku itu engga cocok semua. Aku punya kulit combi to dry, dengan normal di Tzone dan dry di pipi, terutama di dekat hidung dan bawah mata. Sunscreen ini punya finish matte, yang mana aku engga suka. Tapi, surprisingly, walaupun matte, sunscreen Calm My Acne ini malah better daripada yang Cicamide Barrier Sunscreen. Sunscreen ini engga bikin kulit mukaku jadi seperih kalau pakai yang Cicamide Barrier Sunscreen. Agak aneh aja, tapi ya karena teksturnya matte, aku ga mau repurchase. Aku prefer yang teksturnya dewy. Kalau dari segi packagingnya mirip dan ini juga no fragrance dan no alcohol",3 months - 6 months,Shopee,xiejingxing doesn't recommend this product!
194,anaathefirst,18 and Under,"Combination, Medium, Neutral",22 Feb 2024,"Beli ini karena mau move dari variant yg satunya yg cica ituu, karna yg itu bikin muka aku tambah oily gitu (baru sadar setelah tube kesekian wkwkwk) terus suns ijo ini bikin finish mattee alias ga minyakaaann?! dia cepet bgt meresapnyaa, aku kaget jg siii, kek gapake apa apa (blm pernah dipertemukan sama suns matte finish wkwkwk), tapi bikin area jerawat dan pinggir idung tu panass, kek pake balsem, tapi ga ngasi efek macem macem lagi si selain panas (?) i think... kalau repurchased, keknya noo (´。＿。｀)",1 week - 1 month,Shopee,
195,Khofifatur,19 - 24,"Combination, Medium, Warm",21 Feb 2024,klaimnya aman buat acne pron skin tapi di aku ga cocok bikin kulitku beruntusan. awalnya aku kira cuma detoks produk tapi makin hari beruntusan jadi rata semuka. sedih banget mana ngilangin beruntusan butuh waktu yang ga sebentar. sepertinya aku tidak cocok dengan kandungan bakuchiol. sepertinya produk ini akan cocok buat kulit yg bersahabat dengan bakuchiol.,1 month - 3 months,Official Brand Store,Khofifatur doesn't recommend this product!
196,tanpaitan,25 - 29,"Combination, Medium Light, Neutral",19 Feb 2024,"SUKA BGT karna finish nya matte! tapi setelah 2-3jam pasti oily lg karna aku oily dan saatnya re apply. cuman kayak nya dulu pernah pake ini terus pake foundie, bikin peeling (wajar karna matte finish). look nya ok banget, ss nya nyaman, bikin mau reapply terus2an dibanding merek C yang ngakunya matte harga 80k 30ml tapi nggak:( hahah. spfnya ini juga gagitu tinggi jadi aman buat acne sih so far.",1 month - 3 months,KKV,tanpaitan recommends this product!
197,Sintaaak,30 - 34,"Combination, Medium, Neutral",16 Feb 2024,Cocok saja memakai sunscreen Azarine yang ini. Tidak memimbulkan efek negatif di kulit wajah dan juga tidak oksidasi yg menggelapkan warna kulit wajah. Baunya biasa saja dan tidak ada aroma yang mengganggu. Ya cocok saja intinya di kulit oily-acne prone ku :),1 month - 3 months,Shopee,Sintaaak recommends this product!
198,noalin24,25 - 29,"Oily, Light, Neutral",12 Feb 2024,Suka banget dengan variasi sunscreen dari Azarine yang semakin beragam dan menyesuaikan dengan kebutuhan dari tipe kulit. Sunscreen ini teksturnya agak sedikit lebih berat dibandingkan sama Hydrasoothe sunscreen tapi masih nyaman di kulit oily,1 month - 3 months,Shopee,noalin24 recommends this product!
199,Cherindk,25 - 29,"Oily, Medium Light, Warm",12 Feb 2024,"Aku udh coba ketiga ss Azarine (termasuk yg ini) semuanya cocok dan aku suka. Kalau dibandingin sm yg ss biru muda yg ini lebih thick tapi sama2 cepet menyerapnya. Gak pedih di mata, dapet bgt lembapnya. Bagi kulit berminyak ga buat kulit kita semakin berminyak. Untuk calming jerawatnya aku belum terasa krn belum ada jerawat hehe, nanti aku update",Less than 1 week,XBeauty by Female Daily,Cherindk recommends this product!
200,ermyyy,19 - 24,"Dry, Medium, Warm",11 Feb 2024,"Teksturnya gel, ringan, finish melembabkan, ga ada rasa panas, tingling maupun anget. Aman di kulit kering ku. Saat pakai ini aku ada jerawat tapi ga terlalu banyak cuma 3 biji jerawat aktif. Itu aman sih mereka. Mudah di blend juga. Sejauh ini aku suka.",1 month - 3 months,Gift,ermyyy recommends this product!
201,girlwpink,18 and Under,"Oily, Medium, Neutral",10 Feb 2024,"awal awal make bagus, lama kelamaan kok bikin berminyak di wajahku ya?(walaupun ga separah ss lain). menurutku teksturnya ringan, finishnya glow dan bnr bnr ga kerasa make apa apa, perih pas kena bagian kemerahan pdhl katanya acne friendly, cuma menurutku ini lbh ringan drpd yg biru sih dan harganya lbh kantong pelajar friendly, jd sepertinya aku bakal make ini trss krna ga se-berminyak ss yg prna kucoba sblmnya",6 months - 1 year,Shopee,girlwpink recommends this product!
202,mgwt07,25 - 29,"Oily, Medium Light, Warm",08 Feb 2024,"beli karena judulnya calm my acne sunscreen, for acne prone skin. turns out, this product doesn't work well with me 🥲 dia slightly lebih 'berat' drpd sodaranya si hydrasoothe, dan di aku bikin oily, trus bruntusan 🥲 bingung dah. apa karena mengandung bakuchiol ya? aku kurang cocok sm bahan itu soalnya. jd drpd mubazir, kupake di tangan aja. mayan kan, kecil dia, bisa dibawa kemana2",1 week - 1 month,Alfamart,mgwt07 doesn't recommend this product!
203,Eshaaa,18 and Under,"Combination, Medium, Neutral",07 Feb 2024,"ss nya ringan di wajah, dan ini bagus bangettt. aku tuh tiap hari selalu keringetan, pernah pake ss MEREK LAIN terus luntur. tapi waktu aku pake ss ini, dia tuh gak luntur (udah ku pake buat upacara, olahraga, dll) .intinya lop lop banget dehhh :D",1 month - 3 months,Shopee,Eshaaa recommends this product!
204,Atikamelina,25 - 29,"Combination, Medium, Neutral",05 Feb 2024,"siapa sih yang gak tau brand sunscreen satu ini, sunscreen sejuta umat karena cocok buat kulit oily, acne prone, sensitif, teksturnya gel gtu gampang meresap dan gak ad whitecast, gak bikin sumuk dan kusam, trus ckup melembabkan dikulit oily, murce lagi, ini sunscreen yang bakal di repurchase trus sih",3 months - 6 months,Shopee,Atikamelina recommends this product!
205,dianrasti,25 - 29,",25 - 29",04 Feb 2024,"first time launching langsung penasaran dan beli. by the way kulit aku oily dan acne prone skin. sunscreen nya ringan dipakai karena ada gel nya gitu dan cepet banget meresap,dan juga harganya masih bisa dijangkau lah. gak bikin wajah sumuk",Less than 1 week,Shopee,dianrasti recommends this product!
206,firdaazizy18,25 - 29,"Oily, Medium, Neutral",04 Feb 2024,"Sunscreen yang ringan banget, gampang di blend, engga ada whitecast, aman buat kulit wajah yang oily dan breakout. Suka repurchase berkali-kali, engga tau udah yang keberapa hehe biasanya cari promoan pas flash sale bisa dapat harga lebih murah",1 month - 3 months,Shopee,firdaazizy18 recommends this product!
207,awaaaa_,18 and Under,",18 and Under",04 Feb 2024,"bagus sih iniii. pas pake ini, rasanya ngga pake apa apa. teksturnya gel, cocok bgt buat aku yg kombinasi. pake ini ngga ada whitecastnya sama sekali, dan ngga lengkett. minesnya, ukurannya sedikit bangettt",1 month - 3 months,shopee,
208,Stefhany08,19 - 24,"Combination, Medium, Warm",04 Feb 2024,"Suka banget sama sunscreen satu ini. Oil controlnya mantep, wajah jadi bebas minyak seharian. Pas udah meresap, di wajah rasanya halus kaya satin. Teksturnya gel yang enak banget dipake buat wajah berminyak, gak menyumbat pori dan cepat meresap. Recommended banget buat yang punya kulit acne prone skin. Isinya 40ml dengan harga 30ribuan itu terjangkau banget.",3 months - 6 months,Lazada,Stefhany08 recommends this product!
209,ramadhani00,19 - 24,"Oily, Medium, Neutral",04 Feb 2024,"pertama kali tau produk ini dari kakak sepupu. dia saranin karena aku sering keluar rumah saat matahari terik. katanya mampu melindungi agar kulit terlindungi dari sinar matahari. overall produknya sangat bagus, suka banget karena bisa melindungi secara penuh",Less than 1 week,Female Daily Studio,ramadhani00 recommends this product!
210,peanutsauce,19 - 24,"Combination, Medium, Warm",04 Feb 2024,"sunscreen pertama kali firstime sukakk bangettttt, selalu dibawa kemana mana kapanpun dimanapun selalu stock yang banyak ringat dikulit tidak whitecast tidak berbekas enakkk si nyaman ringan, waktu akhir akhir ini beli yang varian acne samaaa saja suka semuanya",More than 1 year,Shopee,peanutsauce recommends this product!
211,alfaraputri,19 - 24,"Combination, Medium, Neutral",03 Feb 2024,"awal aku pake yang spf 50, tapi karena aku oily jadi aku ganti ke yg spfnya lebih rendah. overall aku suka dengan teksturnya. Protectingnya oke, ga white cast, ga bikin gerah. Tapi sayang banget aku dapat produk yg susah banget buat di tutup harus dicoba berulang kali dan butuh effort lebih buat nutupnya",3 months - 6 months,Watson,alfaraputri recommends this product!
212,nadyaalfi25,25 - 29,"Oily, Medium Light, Neutral",03 Feb 2024,"selama aku coba2 sunscreen, cuma produk ini yang menurut aku ringan, cepat meresap, no whitecast, calming dan ga bikin berminyak doongg!!! tipe skin aku gampang mengkilap san berjerawat tapi benar2 berkurang setelah pake produk ini...",More than 1 year,XBeauty by Female Daily,nadyaalfi25 recommends this product!
213,caca_aulia,19 - 24,"Combination, Medium, Neutral",03 Feb 2024,"beli ini tuh waktu mukaku tuh lagi kayak radak jerawatan aaku makenya ya rutin gitu sih, bagus banged ini aku mulai radak hilang juga uda mau abis tapi ya memang engga hilanh full sih kan memang harus diimbangin gitu sama produk produk skincare lainnyaa",1 month - 3 months,Shopee,caca_aulia recommends this product!
214,gichann,19 - 24,"Normal, Medium Light, Warm",03 Feb 2024,"Udah purchase berkali-kali teksturnya ringan, cepet meresap, awet. Pernah coba merek lain ga pernah ada yg cocok, baru ini yg cocok. Sukak banget pokoknya semoga ada versi yg ukuran besar biar ga bolak-balik belinya huhu. Thank you azarine!",More than 1 year,Shopee,gichann recommends this product!
215,atikahls,19 - 24,"Oily, Medium Light, Neutral",03 Feb 2024,"Tekstur nya kayak watery sunscreen gitu, ketika dipake rasanya ringan ga berat samsek. Buat aku yg tipe kulit nya beminyak produk ini rekomen banget sih karena aku ngerasa wajah ku minyakan nya ga berlebihan gitu. Jadi ini rekomen sih buat oily acne prone skin",3 months - 6 months,Shopee,atikahls recommends this product!
216,elchpr,25 - 29,"Oily, Medium Dark, Warm",03 Feb 2024,"Tertarik beli karena ada promo di shopee. Sunscreen terenak yg pernah dipake, adem dan cepat meresap. teksturnya gel dan tidak terlalu cair. sangat melembabkan menghidrasi kulit dengan baik. tidak menimbulkan breakout saat pemakaian pertama dan bisa menghilangkan redness",3 months - 6 months,Shopee,elchpr recommends this product!
217,safirahaa,19 - 24,"Dry, Medium Light, Cool",02 Feb 2024,"aku rekomendasiin buat kalian para pejuang jerawat yang sama kayak aku juga! sunscreen ini sedikit thick tapi masih ringan di kulit, calming my acne dan pastinya nggak bikin kulitku belang. udah dilengkapi blue light protection juga loh",1 month - 3 months,Shopee,safirahaa recommends this product!
218,Ariva,19 - 24,"Combination, Medium Dark, Neutral",02 Feb 2024,"bagus banget buat kulit ku yang cenderung berjerawat, ngga ada whitecase, mudah diblend juga, bikin glowing dimuka, harganya terjangkau juga, mudah menyerap produknya, sampai aku rekomendasikan ke orang-orang disekitarku buat cobain dan kata mereka cocok",3 months - 6 months,Indomaret,Ariva recommends this product!
219,rizkiamaliais,25 - 29,"Oily, Medium, Neutral",02 Feb 2024,sunscreen tapi kayak moisturizer! teksturnya watery-gel dan super ringan tp efek ngelembapinnya tetep okee. dikulitku yg oily cocok banget karena ada efek matte finish dan nahan minyaknya juga oke. aman dan cocok juga buat kulit acne prone,3 months - 6 months,Shopee,rizkiamaliais recommends this product!
220,etiparatif,25 - 29,"Dry, Medium Light, Neutral",01 Feb 2024,"Another affordable yet wonderful sunscreen. Teksturnya mirip awan, kalau pernah coba sunscreen caras*n yang semper viral itu, nah teksturnya mirip tapi ini versi lebih light. Aku bisa pake langsung 2 jari, massage bentar sampe rata, pas setengah kering massage lagi sampe bener-bener meresap. Dengan cara itu meresapnya bisa lebih cepet karena sebenernya ini butuh waktu lebih lama untuk bener-bener nyatu ke kulit. No drama pilling, berminyak, or whitecast. Di kulitku yang kering ini nggak ngeringin, tapi nggak terasa melembapkan juga jadi pastiin sebelumnya udah skinprep properly. Oil control-nya ok dan nggak gampang luntur, jadi nggak rawan bikin mata perih. Highly recommended.",1 week - 1 month,Indomaret,etiparatif recommends this product!
221,Indriwachhhh,25 - 29,"Combination, Medium Light, Neutral",01 Feb 2024,tipe kulitku kombinasi dan seringkali susah cocok dengan produk sunscreen. produk ini cocok buatku karena teksturnya yang cream dan tidak berat. non comedogenic dan nggak bikin gerah. cocok untuk aktivitas sehari-hari. dipakai saat kegiatan di luar ruangan juga aman,1 month - 3 months,Lazada,Indriwachhhh recommends this product!
222,appwlepwie,18 and Under,"Normal, Medium Light, Neutral",01 Feb 2024,"Azarine ini salah satu brand yang menurutku sangat affortable di kantong pelajar dan tentunya ngefek banget di aku!! Untuk sunscreen ini dia ga bikin jerawatku tambah parah dan ga numbuhin jerawat baru juga. Produk ini juga zero whitecast dan melembapkan juga, so highly reccomended!!",3 months - 6 months,Sociolla,appwlepwie recommends this product!
223,Niarasya,25 - 29,"Oily, Medium Light, Warm",01 Feb 2024,udah repurchase berkali2 karena emang bukan cuma cocok tapi beneran bermanfaat kalo kulit lagi ngamuk dan sensitif perkara jerawat. teksturnya gel creamy tapi ringan banget dan berubah jadi watery upon application. ngademin di kulit dan gak berasa lagi pake sunscreen,6 months - 1 year,Guardian,Niarasya recommends this product!
224,gwennnnnn,19 - 24,"Combination, Medium, Neutral",01 Feb 2024,Holygrail!! Udah abis 4 tube and this is a life changer bangef karena bener2 sunscreen ini ga cuma ngelembapin tapi juga this product took care of my acne skin kalo lagi tantrum! Testurnya mirip2 sama yang series orange but this one slightly less oily after an hour of using!,6 months - 1 year,Tokopedia,gwennnnnn recommends this product!
225,czikasuryo,25 - 29,"Combination, Medium, Cool",31 Jan 2024,"Botol kedua dr sunscreen Azarine ini. So far, not bad. Kalo lg jerawatan ga bikin jerawat semakin meradang. Point plusnya jg bisa melembabkan banget. Tp makin lama, agak bikin mukaku jd oily bgt. Harus rajin pake tisu penyerap minyak. Repurchase? Yes, krn ga buat jerawat makin gradakan & bikin muka tetep terlindungi sinar matahari <3",1 month - 3 months,Shopee,czikasuryo recommends this product!
226,okkyfr,25 - 29,"Combination, Medium Light, Neutral",30 Jan 2024,"Suka sama teksturnya. Dia butuh waktu untuk negset tapi nggak lama. Kalau sunscreen Ini kena jerawat yang baru meletus akan terasa perih. Perihnya nggak lama dan masih bisa ditoleransi, kok. Untuk sebulan aku butuh 2 tube.Oh ya, kulitku ini normal tapi sedikit kering tapi pakai produk ini nggak ada masalah, hasilnya matte tapi nggak bikin kering dan ketarik. Yang paling ku suka, Sunscreen ini nggak perih di mata. Aku orang yang mudah keringeta, dan sunscreen ini nggak bikin perih saat keringatku masuk ke mata. Cinta banget sama sunscreen ini.",1 week - 1 month,Shopee,okkyfr recommends this product!
227,yulistyanm,19 - 24,"Oily, Medium, Neutral",29 Jan 2024,"Klaimnya calm my acne , tapi dikulit aku malah bikin acne nya ngereog😭😭😭😭😭😭😭 maaf ya azarine. Tapi it depends on you ya guyss, kalo cocok lanjut ajaa karena banyak juga product azarine yang worth to buy and worth to try. Banyak juga testimoni yang cocok kok",1 week - 1 month,Shopee,yulistyanm doesn't recommend this product!
228,nabilaa_7,19 - 24,"Oily, Medium, Neutral",24 Jan 2024,"awal aku beli karena dia itu murah. trus setelah coba ternyata dia bagus waktu awal pemakaian kaya berat dan tebal gitu cuma kalau udah kering kaya nggak pakai apa apa. Ga buat kulit berminyak, sayangnya dia pilling waktu ngeblend makeup. Untuk aromanya ga gimana gimana dan dia nggak buat jerawatan",3 months - 6 months,Watson,nabilaa_7 recommends this product!
229,anastashasm,25 - 29,"Oily, Medium, Warm",24 Jan 2024,"Bagus banget woiii!! Di aku ini moisturizer nya super ringkes karna udah sama sunscreen nyaaa, kalo mager pagi pagi skincarean pake ini aja udah cukup ( jgn lupa reapply sunscreen ) texturenya sesuka itu aku, bagus untuk kulit combi to oily kaya akuu, gak bikin tambah minyakan, hasilnya matte halus gituuu, superluvvv",1 month - 3 months,Guardian,anastashasm recommends this product!
230,dinasaura,25 - 29,"Normal, Medium, Warm",23 Jan 2024,"Kulitku normal to oily. Udah repurchase berkali-kali karena emang cocok sama produk dan harganya. Biasanya aku pake di indoor aja sih. Teksturnya gel cream gitu. Lumayan melembabkan, jadi biasanya aku cuma pake ini aja, tanpa moisturizer lagi. Tapi setelah nyobain kembarannya, si Cicamide Barrier, kayaknya aku lebih suka yang Cicamide karena teksturnya lebih watery.",3 months - 6 months,Shopee,dinasaura recommends this product!
231,tisaqumairoh,18 and Under,"Oily, Medium Light, Neutral",18 Jan 2024,"beli inj dengan harapan nggak seperih hydtasoothe karena ada claim untuk berjerawatnya. dan setelah pakai... yes dia emang nggak seperih hydrasoothe tapi tetep ada perihnya sedikit, masih bisa lah di toleransi. claim dia yg katanya melembabkan juga iya, jadi kalo pagi cuma cumuk sama pake ini udah kelar. overall good lah control oil juga, tapi gabakal repurchase karena masih ada perih perihnya.",1 week - 1 month,Shopee,tisaqumairoh recommends this product!
232,vadindaf,25 - 29,"Oily, Medium Light, Neutral",18 Jan 2024,"karena kulit berminyak dan gampang jerawatan, jadi iseng2 coba pake yg ini walaupun yg hydrasoothe juga cocok. teksturnya menurut aku lebih gampang diblend drpd yg hydrasoothe dan tentunya gak begitu bikin oily ya ini. sayangnya spfnya gak begitu tinggi dan cepet abis di aku. hihi semenjak pake ini, kadang pede2 aja pergi tanpa harus pake loose powder",3 months - 6 months,Shopee,vadindaf recommends this product!
233,RGd1,19 - 24,"Combination, Medium, Neutral",15 Jan 2024,"Suka bgt dengan rasanya yang gampang di blend dan mudah membaur atau mencair saat diusap di wajah. Dan feelnya juga terasa seperti memakai moist yang nyaman dan mengisi hingga ke pori2. Sehingga, terasa bgt lembabnya. Saat menggunakan produk ini juga aman bagi kulitku yg kombinasi cenderung oily dan sensitif. Produk ini bener2 jawaban yg tepat bagi masalah kulitku yg oily karena bener2 terasa menahan minyak atau matte serta gak bikin iritasi atau tidak mengeluarkan aroma yang kurang mengganggu seperti merek lainnya.",More than 1 year,Shopee,RGd1 recommends this product!
234,radhiani,40 - 44,"Dry, Medium, Warm",12 Jan 2024,sebelum menstruasi saat menstruasi aku pakai sunscreen ini buat mencegah terjadi nya banjir komedo Dan banyak nya jerawat jadi ngak ada jerawat kalau pakai ini Dan komedo juga biasa aja ini beneran membantu banget menjaga kulit tua ku Dari flek karena kalau udah flek susah hilang nya karena kulit tua,1 month - 3 months,XBeauty by Female Daily,radhiani recommends this product!
235,vikavrizilia,19 - 24,"Oily, Medium Light, Warm",12 Jan 2024,"Ini mirip dengan sunscreen Azarine yang original, bedanya yang ini punya claim untuk kulit berjerawat. Aku sempet coba ini waktu lagi breakout dan ini aman untuk aku. Ga bikin makin breakout atau gimana2. Warnanya putih keruh dan teskturnya ringan, beneran kayak cuma pakai moisturizer. Aku cuma berani pakai ini kalau lagi di rumah, soalnya kalau lagi mau beraktivitas di luar rumah, aku perlu sunscreen yang lebih punya SPF tinggi dan bisa diandalkan",1 week - 1 month,Shopee,vikavrizilia recommends this product!
236,zhei,18 and Under,"Oily, Medium, Neutral",11 Jan 2024,"Sejukkkk!! kurangnya di SPF aja cuma SPF 35, jadi kurang memproteksi,mostly kan zaman sekarang SPF 50 :( Padahal udah perfect bangett, no fragrance, no alcohol, dll..... Tolong tambahinSPF ya, azarineeeeeeeee🥺🥺❤❤❤❤❤❤ Lop yu sekebonn",6 months - 1 year,Alfamart,zhei recommends this product!
237,Arvidaanggitap,19 - 24,"Normal, Medium, Neutral",11 Jan 2024,Moisturizer yang ringan banget si ini menurutku harganya juga affordable banget ga terlalu mahal dan bikin kulit jadi terhidrasi lagii yang tadinya kulitku suka kering dibagian pinggiran hidung pake ini jd better banget pokonya ini baguss pwoll,Less than 1 week,Shopee,Arvidaanggitap recommends this product!
238,kartikaask,19 - 24,"Dry, Medium Light, Neutral",08 Jan 2024,"teksturnya agak creamy tp gampang diratain dan ringan khas azarine banget. cocok sama kulitku pas lagi jerawatan, ngga bikin jerawat jadi meradang. pas apply di muka tuh rasanya adem, buat kulit yg kombinasi cenderung kering better pake moist yg agak lembap soalnya finishnya menurutku semi-matte gitu",6 months - 1 year,Shopee,kartikaask recommends this product!
239,mentaritiara,19 - 24,"Combination, Medium Light, Warm",06 Jan 2024,"kalo aku lagi jerawatan karena hormonal gitu aku pake sunscreen ini, karena rasanya ga berat sama sekali, gampang di blend, mudah nyerep ke kulit juga, gak bikin mata perih, gak peeling kalo ditimpa make up, harganya murah, kadang kalo pagi aku pake sekaligus jadi moisturizer hehe",6 months - 1 year,Shopee,mentaritiara recommends this product!
240,ochyrasty,30 - 34,"Combination, Medium Dark, Neutral",05 Jan 2024,"Azarine Cosmetics Calm My Acne Sunscreen Moisturizer, jujur, kurang klik sama gue. Meskipun katanya bagus buat kulit berjerawat, tapi buat gue, nggak terlalu nyaman aja. Mungkin cocok buat yang suka sunscreen yang lebih heavy, tapi buat gue yang suka yang ringan, kurang match.",1 month - 3 months,XBeauty by Female Daily,ochyrasty recommends this product!
241,mamanyaabu,25 - 29,"Combination, Medium, Warm",03 Jan 2024,"2023 ku struggling tiba-tiba gak cocok sama sunscreen yg sudah lama aku pakai dari 2021, muka malah di bikin kusem.. padahal sebelumnya cocok banget sama merk sebelah, akhirnya aku berentiin pakai dan coba beli ini. Surpsingly muka ku cocok dongg mau nangiss dah ga nyangka cuma beli asal trus cocok😭🫶🏻spf nya emang cuma 35 tapi di mukaku cocok parah!💖 makasih loohh azarine udh ringan di muka, ringan juga di kantong🥳",1 month - 3 months,Watson,mamanyaabu recommends this product!
242,thisisricka,19 - 24,"Combination, Light, Warm",03 Jan 2024,"Beli ini karena lagi butuh sunscreen yang SPF dibawah 50 dan cobain azarine ini. Ternyata bagus lagi kayak yang SPF 50++++ nya, teksturnya persis kayak cream moisturizer ringan dan gampang untuk diaplikasikan ataupun diblend ke mukanya. Pas banget muka lagi gradakan parah tapi ttep mau pake sunscreen, boleh banget dicobain ini",1 week - 1 month,Guardian,thisisricka recommends this product!
243,marshazzahra,19 - 24,"Oily, Medium Dark, Neutral",03 Jan 2024,"highly recommended buat kalian yg tipe kulitnya oily. dia kalemmm bgt di kulit, cepet meresap, finishnya matte dan ofc ga nimbulin whitecast. dia di aku ga bikin permasalahan kulit sooo aku repurchase teruusss. tapi kok dia cepet banget abisnya?! 🤯",More than 1 year,Star,marshazzahra recommends this product!
244,putriakim,25 - 29,"Combination, Medium, Neutral",28 Dec 2023,"suka dengan sunscreen ini, tekstur gel yg saat diaplikasikan di wajah lgsg melt gitu, gak lengket dan gak bkin greasy, andalan banget sih ini buat kulit ku yg gampang jerawatan, harganya juga terjangkau, kalo buat aktivitas yg gak terlalu terpapar banyak sinar matahari masih oke sih SPF 35 nya.",3 months - 6 months,Shopee,putriakim recommends this product!
245,gloriavionica02,19 - 24,"Normal, Medium Light, Cool",27 Dec 2023,"buat kulit aku yg sekali jerawat emang dikit2, tp tiap aku pake ini lumayan mempercepat penyembuhan jerawat aku. walau kadang aku pake pas jerawat aku sisa 1/2 biji gitu, produknya aman aja sihh di wajah aku. paling suka sama teksturnya karna ngak minyakan n non sticky. jadi walau ga berjerawat parah juga nyaman dipake",1 month - 3 months,Instagram,gloriavionica02 recommends this product!
246,ruffatun,19 - 24,"Oily, Medium, Neutral",26 Dec 2023,"bagus untuk kulit berminyak, jls kalau dipakai muka jadi ga berminyak, agak susah buat menyerap ya kalau di pakai sekaligus 2 jari gtu, jadi aku pakainya 1 jari dibland trus tunggu kering baru 1 jari lagi intinya gtu lah ya. jadi ya intinya begitu",Less than 1 week,Shopee,ruffatun recommends this product!
247,Melinasilfia,18 and Under,"Oily, Medium, Neutral",25 Dec 2023,di kulit aku yang sensitif sih ga cocok ya.. aku pertama nyoba ada efek panas di bagian pipi. tapi hanya sesaat. dan wajahku jadi kusam banget karena menurut ku ini tekstur nya agak sedikit padat tetapi mudah meresap dan diaplikasikan. tapi aku rekomen lah untuk kalian yang tidak berkulit sensitif,1 week - 1 month,FD Try and Review,Melinasilfia doesn't recommend this product!
248,ffanissa,25 - 29,"Oily, Medium Light, Neutral",24 Dec 2023,"must have product! teksturnya gel dengan warna a bit milky. but once you applied it, no whitecast at all. ngesetnya cepet banget. untuk kulit oily, ini tuh oke banget. even you have a few acne, ini engga ngeganggu atau nambah jerawat yang ada. ketahanan untuk mengontrol minyak, cukup lah ya, engga sampe ngebikin banjir minyak juga. overall puas banget dengan azarine. tapi kalo ada kemasan yg lebih besar, akan sangat membantu xixixi",1 month - 3 months,Shopee,ffanissa recommends this product!
249,Fini14,30 - 34,"Combination, Medium Light, Neutral",23 Dec 2023,"Belum pernah pake ss sebelumnya, dan ss pertama yang aq coba adalah azarine ini. Aku baru pake sekitar 1 bulan ini, ternyata produk ini bagus banget. Beneran cocok untuk kulit berminyak dan berjerawat, harganya juga lebih murah. Dan dikulit tidak bikin perih, pokoknya aman buat kulit yang lagi berjerawat👍🏻",1 week - 1 month,Shopee,Fini14 recommends this product!
250,lisauktolseya,25 - 29,"Oily, Medium, Warm",21 Dec 2023,"setelah nyoba ss azarine yg pernah viral dulu, akhirnya mencoba yg ini dan sama2 Cocok di aku. ngesetnya cepet , nyaman dan sama sekali gak greasy dan tetap matte sampai siang. gak bikin jerawatan. kalau berasa agak kering, aku akalin tambahin moisturizer, reapply juga nyaman gak berasa berat. love banget",1 week - 1 month,Shopee,lisauktolseya recommends this product!
251,sashawonderland,18 and Under,"Oily, Medium, Warm",20 Dec 2023,"ini ss bagus bangett harganya juga murah, cocok klo dipake indoor, tapi kalo dipake outdoor kyanya kurang proteksinya krna spf nya cuma 35. biasanya aku bawa kesekolah sihh buat reapply krna cuma didalem kelas doang, klopun harus ke kantin wajib bgt nyari jalan yg ga kena sinar matahari, se anti itu sama sinar matahari 😭 di kulitku ss ini ga bkin kusam sama sekali dann nyerapnya juga cepet bangett",3 months - 6 months,Instagram,sashawonderland recommends this product!
252,climbingpony,19 - 24,"Combination, Medium Light, Warm",19 Dec 2023,"it's a good sunscreen! biasanya aku pakai untuk di rumah aja. ngesetnya tu cepet banget dan finishnya matte dan di kulitku agak sedikit rasa dry. aman untuk kulit acne-prone, gak bikin komedoan, gak bikin kusem, gak ada whitecast, dan gak greasy. teksturnya gel yang ringan dan gampang diratain di kulit. aku pribadi kurang suka sama finishnya yg matte dan bikin agak kering sih huhu but overall it's a good sunscreen :)",3 months - 6 months,Shopee,climbingpony recommends this product!
253,caicaca,19 - 24,"Combination, Medium Light, Warm",19 Dec 2023,"Sunscreen kedua dari azarine yang aku coba dan ternyata lebih cocok ini. Karena produk ini beneran nahan minyak apalagi kalau lagi pake make up. Untuk harga lebih murah ini ya tapi spfnya memang lebih kecil. Oh iya, dia travel friendly juga",3 months - 6 months,Shopee,caicaca recommends this product!
