Unnamed: 0,username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count
205,Yurujuuzou,18 and Under,"Oily, Medium Dark, Neutral",2024-02-14,"wah gila ni sunscreen holy grail aku dari jaman SMP sampai sekarang SMA, gak bikin aneh² di kulit dan gampang meresap di kulit!! kalian kalau nyari sunscreen yang enggak ngasih efek tone up, SPF yang pasti² aja, ini aja sih ges. also ini fungal acne safe! udah abis 10+ tube di aku :D really happy",More than 1 year,Official Brand Store,Yurujuuzou recommends this product!,5
206,Lutfi_Hanifah,18 and Under,"Combination, Medium Light, Warm",2024-02-13,"Ringan sih ringannn, bikin ademm TAPIII gw pernah tuh di sekolah abis olahraga panas2an, muka gw pake ini jadi superrrrr merrraaahhhhh, ga wajar emang. Buat yang muka yg sensitif, gampang jerawatan tp ga gampang merah, ini boleh dicoba, tp ini bikin di gw bikin dhjsgfhsksfh woii azarine pake bahan apaaa sampe muka gw kek abis direndem di air merahhh",6 months - 1 year,Tiktok,Lutfi_Hanifah recommends this product!,3
207,zulfasaptrrr,19 - 24,"Combination, Medium Light, Neutral",2024-02-13,lagi-lagi beli karna viral. & baguss!! jujur sunscreen yang tekstur nya gel ini bikin muka lembab banget jadi bikin make up juga jadi lebih nempel kayanya? cuma aku lebih suka azarine yg hydra max vit c soalnya spfnya lebih tinggi & bisa mencerahkan tapi untuk pertama kali kenal produk dari azarine ini perkenalan yang bagus!!,1 month - 3 months,Shopee,zulfasaptrrr recommends this product!,4
208,Tita29,25 - 29,"Combination, Medium, Neutral",2024-02-11,"sunscreen terbaik selain skin aqua. sunscreen ini ampuh bgt hilangin bekas jerawat aku dulu di jidat. ketika dipakek ada sensasi dingingin nya, nggk whitecast dijawah aku. untuk kulit kombinasi aku gk memberikan efek negatif. menurut aku nggk direkomendasikan untuk tipe wajah kering karena finish nya bikin wajah sedikit kering.",3 months - 6 months,Official Brand Store,Tita29 recommends this product!,5
209,Ideliaa,18 and Under,"Combination, Medium, Neutral",2024-02-10,"Azarine sunscreen muncul pertama kali di fyp ku waktu itu katanya bagus banget kalo dipake, akhirnya aku cobain. Menurutku ini cepat meresap di wajah dan ringan banget kalo dipake. Cuma kekurangannya spf nya masih belum diatas 50+ sih yaa",More than 1 year,Shopee,Ideliaa recommends this product!,5
210,angelfebrin,30 - 34,"Combination, Medium Light, Warm",2024-02-10,"Sunscreen gel terenak yang pernah aku coba. Adem di kulit yang acne prone, tidak ada white cast, tidak peeling, dan nyaman digunakan sebelum make-up. Melindungi dari sinar matahari. Love bangett. Di re-apply juga nyaman di kulit.",1 month - 3 months,Shopee,angelfebrin recommends this product!,5
211,mgwt07,25 - 29,"Oily, Medium Light, Warm",2024-02-08,"buatku, sunscreen terbaik tuh emang azarine! aku struggle bgt nyari sunscreen yg light, ga bikin jerawatan, tp proteksi oke di kulitku yg rempong manjalita ini. azarine hydrasoothe ini sih jawabannya! dia light, ga peeling, ga whitecast, ga bikin muka abu2. spfnya tinggi juga. ga bikin jerawatan, ga bikin oily, tp somehow kayak bikin layer di muka yg bikin kulit alus n rada cerahan, oke bgt buat dasar sebelum pakai foundation. kalo keringetan, dia jg ga pedes di mata. bener2 sunscreen yg dicari-cari sunscreen haters!",1 month - 3 months,Alfamart,mgwt07 recommends this product!,5
212,Yachsifa,19 - 24,"Normal, Medium Light, Cool",2024-02-08,"°• Best of the best sunscreen ever sunscreen azarine ini bener bener ss yang paling cocok di aku, ringan di wajah ada sedikit sensasi cooling nya dan ga bikin wajah kusam ataupun berjerawat dan makeup geser malah bagus bangett buat base makeup sehari hari ♡",More than 1 year,Shopee,Yachsifa recommends this product!,5
213,titavidiani,25 - 29,"Oily, Medium, Neutral",2024-02-07,"Udah abis berbotol botol sama sunscreen ini karena emang secinta dan secocok itu! Texturenua gel, pas di apply ada sensasi dingin, gak whitecast, ga perih dimata, ga peeling, ga bikin kusem, g lengket. Finish nya matte, mungkin buat yang dry skin kurang suka sama finishnya tapi buat aku yang oily, i love this product so much! Ga bikin bruntusan ataupun jerawatan. Love!",1 month - 3 months,Official Brand Store,titavidiani recommends this product!,5
214,Ayunurainip25,19 - 24,"Oily, Light, Neutral",2024-02-07,"Sunscreen lokal bagus banget ini, padahal aku susah banget Nemu sunscreen yang cocok untuk tipe kulit aku super berminyak, sensitif sama beruntusan. Pake ini juga gabikin kusem, gampang nyerep, gampang juga di aplikasikannya, ganinggalin whitecast juga",More than 1 year,Shopee,Ayunurainip25 recommends this product!,5
215,Nadine_salva,18 and Under,"Combination, Medium, Neutral",2024-02-06,"menurutku sunscreen azarine jadi satu satunya sunscreen yang cocok buat kulitku yg acne, dan berminyak di t zone. first impression pas dipakai tidak lengket, finishnya juga semi matte, jdi gk bikin kulitku tambah kusam/berminyak, ditimpa makeup juga oke banget. sekarang sudah habisin 2 sunscreen sampai kupotong seperti ini saking sukanya",3 months - 6 months,Shopee,Nadine_salva recommends this product!,5
216,cecilianatas,19 - 24,"Oily, Medium, Neutral",2024-02-04,"overalllll oke banget sih sunscreen satu ini. dari teksture ga greasy, ringan, cepet meresap juga. setelah meresap, kulit juga halus. udah kaya sunscreen + moisturizer sih. ga whitecast. ga bikin kusam. must try🫶🏻 wkwk sampe digunting😭🫢",1 month - 3 months,KKv,cecilianatas recommends this product!,5
217,adinda_zafirah,19 - 24,"Combination, Medium, Neutral",2024-02-04,"texturnya enak, mudah meresap. pokok nya rekomen bgt buat pemula, untuk remaja yg baru nyoba skincare bisa si coba azarine ini karena texturenya ringan ga bikin kulit jadi kusam, kalian bisa pake di pagi harii kalo mau berkegiatan, di dalem rumah juga perlu loh pake sunscreen buar terhindar dari paparan sinar matahari",Less than 1 week,Instagram,adinda_zafirah recommends this product!,5
218,Azuraald,25 - 29,"Normal, Medium, Warm",2024-02-03,"suka banget sama teksturnya dia light tapi creamy dan pas di apply lumer dan ngga berasa berat ngga bikin keliatan kusam setelah ngset ngga biking mata perih juga waktu keringetan, harganya lumayan affordable sayang sizenya kurang gede dikit",3 months - 6 months,Shopee,Azuraald recommends this product!,5
219,devandaa2412,18 and Under,"Dry, Medium, Neutral",2024-02-03,"Sunscreen yang aku pakai dari tahun 2021, udah jatuh cinta dari awal pakai. First impression enak banget teksturnya gel dan ga berat sama sekali, ga ada white cast juga. Ga perih di mata. Harga juga affordable banget. Cocok buat semua jenis kulit pastinya. Highly reccomend deh mantulll.",More than 1 year,Gift,devandaa2412 recommends this product!,5
220,rahayusrir,45 and Above,"Oily, Medium Light, Neutral",2024-02-02,azarine adalah sunscreen ter nyaman yang pernah aku pakai sejauh ini. ringan banget no whitecase dan gak oily diwajah. meresapnya ga pake lama dan tentunya sunscreennya tinggi spf jadi aman. harga juga murah banget dan pastinya prodak lokal,More than 1 year,Shopee,rahayusrir recommends this product!,5
221,billaprast,18 and Under,"Combination, Medium, Neutral",2024-02-02,"tipe sunscreen gel yg gampang bgt diblend dan langsung nyerep ke kulit sih inii, cocok buat yg mau skincare an satset. tapi di aku yg cenderung combi to dry skin feelsnya bikin muka ketarik dan kerasa kurang nyaman. buat oily skin ini bakal cocokk sih kalo kata aku",1 month - 3 months,Shopee,billaprast recommends this product!,4
222,adeliakhoirunnisa,19 - 24,"Combination, Medium, Warm",2024-02-01,Pertama kali aku menggunakan produk ini direkomendasikan oleh temen aku dan waktu aku dateng ke store brand aku sempat bertanya ke spg terkait tipe skin wajah dan ternyata aku disarankan memakai azzarine kemasan ijo dan cocok diwajahku.,6 months - 1 year,Official Brand Store,adeliakhoirunnisa recommends this product!,5
223,hanakofp,25 - 29,"Normal, Medium Light, Warm",2024-02-01,Beli ini udh lama bgt dan baru review skrg. Ini teksturnya watery rada cair. Jujur walau murah tp boros bgt pemakakannya. Ini ga thick dan wanginya ga macem2. Sejauh ini memang cocok tp bukan my fav sunscreen buat daily. Btw ini juga ga lengket dan ringan banget ya berasa ga make sunscreen,1 month - 3 months,Shopee,hanakofp recommends this product!,4
224,josephinentm,18 and Under,"Combination, Medium, Warm",2024-01-31,"Udah berkali-kali repurchase ini produk tetep recommended sunscreen. Di mukaku yg combination ga bikin berminyak banget. Nyerepnya cepet juga, tapi agak bikin kulit kusam sedikit sih setelah pemakaian beberapa jam. Tapi overall ini produk oke.",6 months - 1 year,Shopee,josephinentm recommends this product!,5
225,adsnii22,19 - 24,"Combination, Medium, Neutral",2024-01-31,"Aku beli ini karena fomo tapi dilihat dan di pakai beberapa kali ini aku ngerasa ini ss ter ringan buat aku, dan gak white case dan harganya juga murah. Kandungan dari ss pun juga banyak gk bikin mudah jerawat. Aku beli di spf 45 dan nanti pasti beli lagi",Less than 1 week,Shopee,adsnii22 recommends this product!,5
226,Imanurina,35 - 39,"Oily, Medium Light, Warm",2024-01-30,"Baru banget nyobain sunscreen azarine hydrashoote yg di gadang2 best selling product, dan ternyata emang sebagus itu. Di aku pemakaian pertama kali gak lengket, gak whitecast malah kayak pelembab dg spf tinggi, di pakai makeup jadi smooth banget hasilnya.",Less than 1 week,Female Daily Studio,Imanurina recommends this product!,5
227,rulitatriw,25 - 29,"Oily, Medium Light, Cool",2024-01-30,"aku beli ini karena mau coba ganti sunscreen ternyata enak teksturnya juga enak cepat meresap dan ga bikin wajah kusam, harganya juga masih lumayan ekonomis untuk wajah yang sensitif masih oke di pake ga bikin berontak atau tambah breakout",1 month - 3 months,Shopee,rulitatriw recommends this product!,5
228,rizqia_,19 - 24,"Normal, Medium, Neutral",2024-01-28,"sunscreennya bagus ga ada white cast sama sekali dan aku juga ngerasa gamoang banget di blend, tapi kan kata orang dia nahan minyak ya, klo di aku justru kurang nahan jdny aku bye bye sama sunscreen ini, tp overall bagus kok harga juga afordable",More than 1 year,Shopee,rizqia_ recommends this product!,5
229,natacanabila,18 and Under,"Combination, Medium, Warm",2024-01-26,"wah ini gila banget sih baru kali ini nyobain sunscreen yang super duper enteng dan nyerepnya cepet bangetttt gak bikin muka lengket dan gak whitecast. aku lebih prefer sunscreen yang kaya gaada tone up nya gituu, dan sunscreen inii pas bgtt buat aku. ga berminyak jugaa dan ga bikin komedoan. udah repurchase 999x luvv bgt",Less than 1 week,Shopee,natacanabila recommends this product!,5
230,friskalard,30 - 34,"Combination, Medium Light, Cool",2024-01-26,"Salah satu sunscreen yang cocok di kulitku yang super sensitif (banyak alergi) dan acne prone. Tekstusnya gel jadi ringan dan cepat meresap berasa pakai pelembab aja. Dia juga ada cooling sensation kalau dipakai jadi tetap nyaman dipakai walaupum eksim menerjang. Selain itu, dia juga gak perih kalau dipakai di kolam renang.",More than 1 year,Lazada,friskalard recommends this product!,5
231,ermyyy,19 - 24,"Dry, Medium, Warm",2024-01-25,"Kalo ada orang males dan ga suka pake sunscreen karena feelsnya yang berat, greasy dan whitecast. Yang paling sering aku rekomendasiin adalah ini!! Finishnya matte ya, sampe beberapa kali buat kulitku yang kering tuh ketarik malahan. Jadi buat yg skintypenya oily terutama, kalo kalian males pake sunscreen. Bisa coba iniiiii.",1 month - 3 months,Gift,ermyyy recommends this product!,5
232,Anggiray,25 - 29,"Oily, Medium Light, Neutral",2024-01-25,Pertama kali coba sunscreen lain selain Skin Aqua karna dulu pernah breakout pas coba coba mulai pakai sunscreen dan Langsung jatuh cinta pas pertama kali pakai ss azarine ini. Ringan banget dipakainya dan no whitecast. Teksturnya yang gel gitu pas diaplikasikan ke kulit ada sensasi dingin seger gitu. Selalu seneng kalau pakai ss ini. Semoga azarine bisa ngeluarin ukuran se-jerigen 😂😂,3 months - 6 months,Shopee,Anggiray recommends this product!,5
233,Asnirahmawati,19 - 24,"Combination, Medium Light, Cool",2024-01-24,"susah banget cari sunscreen yang cocok, akhirnya Nemu sunscreen dari azarine yang bener bener dah cocok banget, sunscreen nya ringan, no whitecast, ga bikin breakout juga, pokoknya the best. Pasti bakal sedia terus sih sunscreen dari azarine ini, love you azarine❤️❤️",6 months - 1 year,Shopee,Asnirahmawati recommends this product!,5
234,deviiniiaa,19 - 24,"Combination, Medium, Neutral",2024-01-24,"Dulu aku coba ini karena viral banget dan claimnya cocok buat yg oily, awal pemakaian biasa aja sih, gak gatel atau gimana, aku malah suka karena gampang diapply dan teksturnya yg light, eh beberapa minggu kemudian muncul beruntusan akhirnya aku stop pake dan aku kasih ke bapak aku ajah.",1 month - 3 months,Shopee,deviiniiaa doesn't recommend this product!,2
235,Ellayusro77_,25 - 29,"Oily, Medium Light, Warm",2024-01-23,"kalian harus nyoba ss ini sih the best bgt gila untuk oily skin sangat cocok untuk ss type yg kalian suka, uda ga ngitung habis brp tube yg gw beli dan selalu repurchase lagi dan lagi mau ganti yg lain masih mikir2 tp kadang ke facetology jg itu jg keren bgt ss nya",More than 1 year,Lazada,Ellayusro77_ recommends this product!,5
236,talithaaap,19 - 24,"Combination, Medium, Warm",2024-01-23,"Udah lumayan lama pakai Sunscreen Azarine yang varian inii. Alasannya simple aja sih, dia nggak munculin jerawat baru di area wajahku yang sering keluar jerawat. Kelembabannya standar, nggak ada bau alkoholnya (sesuai sama klaim 0% alcohol & fragrance), dan rasanya bener-bener melindungi dari sinar matahari gituu. Selama pakai sunscreen ini, wajahku nggak pernah kelihatan belang. Buat jangka waktu lama, aku belum tertarik pindah ke ss lain hihi🤩",More than 1 year,Shopee,talithaaap recommends this product!,4
237,revinacr,19 - 24,"Combination,19 - 24",2024-01-21,"Teksturnya gel dan sangat ringan saat diaplikasikan ke wajah, tidak lengket serta cepat meresap. Pemakaian secara rutin membuat bekas jerawatku perlahan mulai memudar. Tipe kulit kombinasi, sunscreen ini cocok sekali, kalian harus coba",More than 1 year,Brand website,revinacr recommends this product!,5
238,Adella19,19 - 24,"Oily, Medium, Neutral",2024-01-21,"Sunscreen yang memiliki SPF tinggi dengan harga yang affordable, bertekstur seperti gel, ringan di kulit, cepat meresap, tidak menyebabkan jerawat, tidak menimbulkan kilap di wajah, dan sangat cocok untuk skin type oily.",More than 1 year,Shopee,Adella19 recommends this product!,5
239,lilyokt,25 - 29,"Oily, Medium Dark, Neutral",2024-01-20,"Untuk tesktur nya cair dan ringan tapi pas udh pake beberapa hari ini gak cocok di aku yg oily acne prone skin,muka makin berminyak pake ini dan tumbuh jerawat dan ditambah lagi muka jadi makin kusem banget,untungnya beli yg kemasan kecil sih,",1 week - 1 month,Tokopedia,lilyokt doesn't recommend this product!,2
240,richsantikayunikke,25 - 29,"Combination, Medium, Warm",2024-01-20,Wah ga tau lagi deh kalo kalian belum pernah nyobain si suncreen ini kelewatan sunscreen murah meriah tapiii seenak itu ringan banget di kulit ga ada whitecast menyerap juga cepet mana spf uda 45 aku uda habis 3tuhe karena dipake sehari-hari enteng bgt,More than 1 year,Shopee,richsantikayunikke recommends this product!,5
241,dararizkyamalia,25 - 29,"Combination, Medium, Neutral",2024-01-19,"selain emina airy sun, ini salah satu one of best daily sunscreen. terxturenya light, cream gel, non greasy, easy to blend even on top of makeup,super easy to absorb terpenting no white cast. layak banget jadi sunscreen idola seluruh manusia bumi. harganya juga masih affordable!",6 months - 1 year,Official Brand Store,dararizkyamalia recommends this product!,5
242,khafmaa,25 - 29,"Combination, Medium, Warm",2024-01-19,kok aku ngerasa kurang cocok ya sama ini sunscreen. aku ngerasa wajahku malah kusam ga fresh sama sekali. padahal aku pake rangkaian skincare sperti biasanya. dan pakainya 15 menit sebelum keluar rumah. tapi ponakan aku pakai ini fine2 aja. padahal ini teksturenya bagus dan ga berat di wajah.,1 month - 3 months,Indomaret,khafmaa doesn't recommend this product!,3
243,liaazl,18 and Under,"Dry, Medium Dark, Neutral",2024-01-18,ternyata wajah aku yang super kering dan super sensitive gak cocok sama sunscreen ini soalnya peeling di akuu terus juga white cast di muka kalo keringetan. ngelembapinnya gak yang super ngelembapin sih. repurchase? kayaknya enggak dulu deh.,3 months - 6 months,Shopee,liaazl doesn't recommend this product!,2
244,dyahasn,25 - 29,"Combination, Medium, Neutral",2024-01-18,"Gak whitecase, gak lengket/ dempul jd kaya daki gitu kl udh di pake. Muraaah lg harganya. Minusnya cuma lubangnya kegedean aja, jd kl udh mau abis pas di pencet produknya keluar agak ngagetin hehe. Tp emg ok bgt, di kantong dan di wajah. Worth to buy!!!",More than 1 year,Guardian,dyahasn recommends this product!,5
245,putrialyaa,19 - 24,"Normal, Medium, Warm",2024-01-17,"setelah nyoba berbagai macam ss yang rata2 bikin kusam dan berminyak, azarine ini paling beda. udah ga bikin kusam dan berminyak, gampang nyerap, harga affordable buat mhs, suka banget deh. setahun lebih repurchase trs ga bakal berpaling ke yang lain.",More than 1 year,Shopee,putrialyaa recommends this product!,5
246,tsaniaarfinaa,19 - 24,"Combination, Medium, Neutral",2024-01-16,"Definisi "" A must have product!! "". Pencetus sunscreen gel yang ringan kek moisturizer biasa, finishnya matte, ga bikin greasy kalo udah pemakain 2-3jam, terus kalo keringetan juga ga luntur putih2 gitu, tapi tetep ya guys butuh waktu buat nyerap kalo pake nya 2 jari, tapi itungannya cepet nyerap kok. Kalo mau makeup full yg pake primer trs foundie gitu pake suncreennya dikit aja ya krn dia lumayan bikin make-up geser terutama di Tzone. Tapi kalo cuma bedak tabur biasa kaya aku aman banget guys, aku aja udah ga keitung ngabisin berapa botol..",More than 1 year,Brand website,tsaniaarfinaa recommends this product!,5
247,pearlshaya,19 - 24,"Oily, Medium Dark, Warm",2024-01-16,"ini dia satu satunya sunscreen yg cocok di kulit oily aku, gak bikin makin oily, meskipun kelamaan oily juga nih muka emg dasarnya muka gampang oily, tp ini ga bikin oily secepat sunscreen yg lain yg pernah aku coba, ringan bgt rasanya, no whitecast, non comedogenic juga, cepet meresap, best lah selalu repurchase sejak 2022",More than 1 year,Shopee,pearlshaya recommends this product!,5
